trialsType,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,instr1.started,instr1.stopped,fix.started,fix.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Text.started,trial2Text.stopped,participant,session,taskVer,date,expName,psychopyVersion,frameRate,
1,1,12,0,11,11,11,,,,,,,,,"[0.20572916666666666, 0.203125, 0.20182291666666666, 0.20182291666666666, 0.20182291666666666, 0.20442708333333334, 0.20703125, 0.2109375, 0.21223958333333334, 0.21223958333333334, 0.21223958333333334, 0.21223958333333334, 0.21223958333333334]","[0.14583333333333334, 0.13020833333333334, 0.11979166666666667, 0.10546875, 0.09635416666666667, 0.0859375, 0.07291666666666667, 0.061197916666666664, 0.052083333333333336, 0.046875, 0.04296875, 0.0390625, 0.03515625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004782599862664938, 0.016741500003263354, 0.04105129977688193, 0.058017299976199865, 0.07478199992328882, 0.09138399991206825, 0.10811089980416, 0.12464219983667135, 0.14133539982140064, 0.15798649983480573, 0.1747005998622626, 0.19139789999462664, 0.20867649978026748]",18.90720809996128,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,18.90720809996128,None,18.90720809996128,None,18.90720809996128,None,18.90720809996128,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,13,0,12,12,12,,,,,,,,,"[0.21223958333333334, 0.21223958333333334, 0.21223958333333334, 0.2109375, 0.2109375, 0.2109375, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666]","[0.03125, 0.028645833333333332, 0.026041666666666668, 0.022135416666666668, 0.020833333333333332, 0.018229166666666668, 0.016927083333333332, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004683000035583973, 0.015418200055137277, 0.0414595000911504, 0.05930300010368228, 0.07546339998953044, 0.09211739990860224, 0.10851310007274151, 0.1251205001026392, 0.14218500000424683, 0.1584214000031352, 0.1751564999576658, 0.19181340001523495]",19.1225706001278,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,19.1225706001278,None,19.1225706001278,None,19.1225706001278,None,19.1225706001278,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,14,0,13,13,13,,,,,,,,,"[0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.003876199945807457, 0.01472109998576343, 0.02666880004107952, 0.04334570001810789, 0.05997729999944568, 0.07649679994210601, 0.09330690000206232, 0.10993009991943836, 0.12663710000924766, 0.14321570005267859, 0.160244399914518]",19.319887700024992,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,19.319887700024992,None,19.319887700024992,None,19.319887700024992,None,19.319887700024992,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,15,0,14,14,14,,,,,,,,,"[0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.20963541666666666, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.014322916666666666, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004089499823749065, 0.015520300017669797, 0.026330000022426248, 0.04224199987947941, 0.058980299858376384, 0.07560459990054369, 0.09245809982530773, 0.11010269983671606, 0.12607629992999136, 0.1422782998997718, 0.15892930002883077, 0.17631859984248877]",19.488394200103357,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,19.488394200103357,None,19.488394200103357,None,19.488394200103357,None,19.488394200103357,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,16,0,15,15,15,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004181000171229243, 0.015350400004535913, 0.02602770016528666, 0.04205380007624626, 0.05872349999845028, 0.07566790003329515, 0.0922429000493139, 0.10869240015745163, 0.1253943000920117, 0.14207270019687712, 0.15866350010037422, 0.1753363001625985, 0.19238360016606748]",19.672417599940673,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,19.672417599940673,None,19.672417599940673,None,19.672417599940673,None,19.672417599940673,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,17,0,16,16,16,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004108499968424439, 0.015356299933046103, 0.025836899876594543, 0.04273250000551343, 0.05875969980843365, 0.07539639994502068, 0.09204569994471967, 0.1087090999353677, 0.12582669989205897, 0.14205499994568527, 0.15868419990874827, 0.1753961998037994, 0.19255409995093942]",19.87186160008423,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,19.87186160008423,None,19.87186160008423,None,19.87186160008423,None,19.87186160008423,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,18,0,17,17,17,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004563499940559268, 0.015298800077289343, 0.026004499988630414, 0.0417715001385659, 0.05865120002999902, 0.07512810011394322, 0.09186569997109473, 0.10853680013678968, 0.1251660999841988, 0.14186229999177158, 0.15853020013310015, 0.17559510003775358]",20.07205260009505,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,20.07205260009505,None,20.07205260009505,None,20.07205260009505,None,20.07205260009505,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,19,0,18,18,18,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004435499897226691, 0.014763799961656332, 0.02556029986590147, 0.04195280000567436, 0.0589735999237746, 0.0752683999016881, 0.09203469986096025, 0.10858969995751977, 0.1256256999913603, 0.14191689994186163, 0.15870859986171126, 0.17526849987916648, 0.1924262000247836]",20.25518780015409,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,20.25518780015409,None,20.25518780015409,None,20.25518780015409,None,20.25518780015409,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,20,0,19,19,19,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0046159999910742044, 0.015003100037574768, 0.02573530003428459, 0.0418699998408556, 0.05857319990172982, 0.07521869987249374, 0.09192439983598888, 0.10852260002866387, 0.1251904999371618, 0.14185180002823472, 0.15849950001575053, 0.17595629999414086]",20.4552132000681,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,20.4552132000681,None,20.4552132000681,None,20.4552132000681,None,20.4552132000681,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,21,0,20,20,20,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.00440780003555119, 0.015617100056260824, 0.04136090003885329, 0.059055499965325, 0.07531489990651608, 0.09201089991256595, 0.10868000006303191, 0.1253118000458926]",20.638406899990514,None,"[1, 1, 1, 1, 1, 1, 1, 1]",40,20.638406899990514,None,20.638406899990514,None,20.638406899990514,None,20.638406899990514,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,22,0,21,21,21,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004107900196686387, 0.013889600057154894, 0.026480200001969934, 0.043169400189071894, 0.06034409999847412, 0.07649930007755756, 0.09319570008665323, 0.1098344000056386, 0.12648690002970397, 0.14321700017899275, 0.15975820017047226, 0.17654570005834103, 0.193461200222373]",20.769559500040486,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,20.769559500040486,None,20.769559500040486,None,20.769559500040486,None,20.769559500040486,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,23,0,22,22,22,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004446200095117092, 0.015279999934136868, 0.02613219991326332, 0.04207869991660118, 0.05876170005649328, 0.07622530008666217, 0.09209039993584156, 0.10867840005084872, 0.12541419989429414, 0.14207549998536706, 0.15877069998532534, 0.17554480000399053]",20.971621700096875,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,20.971621700096875,None,20.971621700096875,None,20.971621700096875,None,20.971621700096875,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,24,0,23,23,23,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004356399876996875, 0.014550500083714724, 0.025794999906793237, 0.04184910003095865, 0.05857570003718138, 0.07525049988180399, 0.09190439991652966, 0.10868910001590848, 0.12522549997083843, 0.14198149996809661, 0.15879449993371964, 0.17513379990123212]",21.15481420001015,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,21.15481420001015,None,21.15481420001015,None,21.15481420001015,None,21.15481420001015,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,25,0,24,24,24,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0041059001814574, 0.015313100069761276, 0.02714780019596219, 0.04305610014125705, 0.05972990021109581, 0.07632350013591349, 0.0930094001814723, 0.10969900013878942, 0.1263324001338333, 0.14303010003641248, 0.16006550006568432]",21.337136100046337,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,21.337136100046337,None,21.337136100046337,None,21.337136100046337,None,21.337136100046337,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,26,0,25,25,25,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004217099864035845, 0.01555489981546998, 0.026359800016507506, 0.04215139988809824, 0.05884019983932376, 0.07552729989401996, 0.0922471999656409, 0.10888769989833236, 0.12548539997078478, 0.1421347998548299, 0.15883119986392558, 0.17552269995212555, 0.19250749982893467]",21.504692800110206,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,21.504692800110206,None,21.504692800110206,None,21.504692800110206,None,21.504692800110206,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,27,0,26,26,26,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0042825001291930676, 0.015023700194433331, 0.02601000014692545, 0.042111200047656894, 0.05886750016361475, 0.07538470020517707, 0.0920382000040263, 0.10877080005593598, 0.12585870013572276, 0.14212140021845698, 0.15872130007483065, 0.17533710016869009, 0.19241330004297197]",21.70470180013217,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,21.70470180013217,None,21.70470180013217,None,21.70470180013217,None,21.70470180013217,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,28,0,27,27,27,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.004602199885994196, 0.014846500009298325, 0.025250199949368834, 0.04142789985053241, 0.058079199865460396, 0.07472479995340109, 0.0917922998778522]",21.904826400103047,None,"[1, 1, 1, 1, 1, 1, 1]",50,21.904826400103047,None,21.904826400103047,None,21.904826400103047,None,21.904826400103047,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,29,0,28,28,28,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004461799981072545, 0.015550500014796853, 0.02628370001912117, 0.04215910006314516, 0.05884970002807677, 0.0759761999361217, 0.09211739990860224, 0.10880389995872974, 0.12549420003779233, 0.1420479000080377]",22.004744100151584,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,22.004744100151584,None,22.004744100151584,None,22.004744100151584,None,22.004744100151584,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,30,0,29,29,29,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.003996699815616012, 0.01418039994314313, 0.02651889994740486, 0.04384909989312291, 0.05990100000053644, 0.0765404999256134, 0.09370550001040101]",22.152391500072554,None,"[1, 1, 1, 1, 1, 1, 1]",50,22.152391500072554,None,22.152391500072554,None,22.152391500072554,None,22.152391500072554,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,31,0,30,30,30,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0040178000926971436, 0.015169500140473247, 0.026282000122591853, 0.04235420003533363, 0.05907290009781718, 0.07572120008990169, 0.09239790006540716, 0.10934620001353323]",22.254361500032246,None,"[1, 1, 1, 1, 1, 1, 1, 1]",40,22.254361500032246,None,22.254361500032246,None,22.254361500032246,None,22.254361500032246,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,32,0,31,31,31,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.004845099989324808, 0.015344299841672182, 0.026161199901252985, 0.04232320003211498, 0.05950209987349808, 0.07553889998234808, 0.0923524999525398, 0.10961050004698336]",22.371041000122204,None,"[1, 1, 1, 1, 1, 1, 1, 1]",50,22.371041000122204,None,22.371041000122204,None,22.371041000122204,None,22.371041000122204,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,33,0,32,32,32,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.004759400151669979, 0.015732100000604987, 0.04117990005761385, 0.058999700006097555, 0.0752315002027899, 0.09184920019470155, 0.1084667001850903]",22.488163100089878,None,"[1, 1, 1, 1, 1, 1, 1]",40,22.488163100089878,None,22.488163100089878,None,22.488163100089878,None,22.488163100089878,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,34,0,33,33,33,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.00443139998242259, 0.015435999957844615, 0.027044499991461635, 0.04319879994727671, 0.06049479986540973, 0.07650379999540746, 0.09321059985086322, 0.10989509988576174]",22.603760099969804,None,"[1, 1, 1, 1, 1, 1, 1, 1]",50,22.603760099969804,None,22.603760099969804,None,22.603760099969804,None,22.603760099969804,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
