trialsType,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,instr1.started,instr1.stopped,fix.started,fix.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Text.started,trial2Text.stopped,participant,session,taskVer,date,expName,psychopyVersion,frameRate,
1,1,35,0,34,34,34,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0039431999903172255, 0.014739600010216236, 0.02675210009329021, 0.04333729995414615, 0.06000309996306896, 0.07670570001937449, 0.09341789991594851, 0.11053430009633303]",22.719001200050116,None,"[1, 1, 1, 1, 1, 1, 1, 1]",40,22.719001200050116,None,22.719001200050116,None,22.719001200050116,None,22.719001200050116,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
1,1,36,0,35,35,35,,,,,,,,,"[0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125, 0.203125]","[0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625, 0.015625]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.004144600126892328, 0.01512570003978908, 0.02625430002808571, 0.04245850001461804, 0.059093100018799305, 0.07577490014955401, 0.09281649999320507, 0.10973110003396869]",22.837504000170156,None,"[1, 1, 1, 1, 1, 1, 1, 1]",50,22.837504000170156,None,22.837504000170156,None,22.837504000170156,None,22.837504000170156,None,,,,,,,,,,,,,,,,,,,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,1,,,,,0,0,0,0,22.950412400066853,None,23.083015700103715,None,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",40,,,,,,,,,"[0.20182291666666666, 0.19401041666666666, 0.18489583333333334, 0.17578125, 0.16796875, 0.16536458333333334, 0.16536458333333334, 0.16276041666666666, 0.15364583333333334, 0.1484375, 0.14453125, 0.140625, 0.13411458333333334, 0.12369791666666667, 0.09505208333333333, 0.07291666666666667, 0.053385416666666664, 0.041666666666666664, 0.037760416666666664, 0.036458333333333336, 0.033854166666666664, 0.028645833333333332, 0.0234375, 0.018229166666666668, 0.014322916666666666, 0.009114583333333334, -0.0013020833333333333, -0.013020833333333334, -0.0234375, -0.03125, -0.036458333333333336, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.03125, -0.01953125, -0.00390625, 0.013020833333333334, 0.0390625, 0.055989583333333336, 0.06901041666666667, 0.07942708333333333, 0.08984375, 0.10677083333333333, 0.12239583333333333, 0.14192708333333334, 0.16536458333333334, 0.19140625, 0.21744791666666666, 0.24869791666666666, 0.2838541666666667, 0.2994791666666667, 0.30859375, 0.3203125, 0.328125, 0.3359375, 0.34375, 0.3502604166666667, 0.35546875, 0.3606770833333333, 0.36328125, 0.3658854166666667, 0.3671875, 0.3697916666666667, 0.3697916666666667, 0.3697916666666667, 0.3697916666666667, 0.3697916666666667, 0.3671875, 0.3450520833333333, 0.3255208333333333, 0.30078125, 0.26953125, 0.21744791666666666, 0.17057291666666666, 0.12239583333333333, 0.08723958333333333, 0.07421875, 0.06510416666666667, 0.05859375, 0.053385416666666664, 0.045572916666666664, 0.033854166666666664, 0.024739583333333332, 0.018229166666666668, 0.01171875, 0.005208333333333333, -0.00390625]","[0.015625, 0.018229166666666668, 0.022135416666666668, 0.022135416666666668, 0.018229166666666668, 0.016927083333333332, 0.016927083333333332, 0.016927083333333332, 0.01953125, 0.022135416666666668, 0.022135416666666668, 0.022135416666666668, 0.022135416666666668, 0.022135416666666668, 0.0234375, 0.0234375, 0.016927083333333332, 0.010416666666666666, 0.0078125, 0.006510416666666667, 0.006510416666666667, 0.009114583333333334, 0.01171875, 0.01171875, 0.01171875, 0.010416666666666666, 0.006510416666666667, 0.0026041666666666665, 0.0, -0.0026041666666666665, -0.005208333333333333, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.0078125, -0.006510416666666667, -0.0013020833333333333, 0.005208333333333333, 0.016927083333333332, 0.037760416666666664, 0.055989583333333336, 0.07291666666666667, 0.08463541666666667, 0.09635416666666667, 0.11458333333333333, 0.13020833333333334, 0.14453125, 0.16015625, 0.17708333333333334, 0.19270833333333334, 0.2109375, 0.234375, 0.24609375, 0.2565104166666667, 0.2630208333333333, 0.2682291666666667, 0.2721354166666667, 0.27734375, 0.28125, 0.2838541666666667, 0.2877604166666667, 0.2890625, 0.2903645833333333, 0.2916666666666667, 0.29296875, 0.29296875, 0.29296875, 0.29296875, 0.29296875, 0.29296875, 0.28125, 0.2630208333333333, 0.23828125, 0.2109375, 0.16666666666666666, 0.1328125, 0.10416666666666667, 0.08463541666666667, 0.07552083333333333, 0.06901041666666667, 0.06380208333333333, 0.061197916666666664, 0.055989583333333336, 0.049479166666666664, 0.04296875, 0.036458333333333336, 0.03125, 0.024739583333333332, 0.018229166666666668]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.011173499980941415, 0.02395729999989271, 0.040560999885201454, 0.05715119978412986, 0.07407999993301928, 0.09023249987512827, 0.10724129993468523, 0.12394619989208877, 0.14055879996158183, 0.15716559998691082, 0.1737386998720467, 0.19019599980674684, 0.20692169992253184, 0.2238127999007702, 0.24044189997948706, 0.25693669985048473, 0.27367649995721877, 0.2906372998841107, 0.307022999972105, 0.3237165999598801, 0.34057139977812767, 0.35707319993525743, 0.37376589979976416, 0.3908591999206692, 0.4070326997898519, 0.42375809978693724, 0.4402966999914497, 0.45685529988259077, 0.4736804999411106, 0.49034109991043806, 0.5075978999957442, 0.5234472998417914, 0.5400637998245656, 0.5567639998625964, 0.5733984999824315, 0.5899409998673946, 0.6066222998779267, 0.6232275997754186, 0.6399012999609113, 0.6567109997849911, 0.6736645998898894, 0.6903392998501658, 0.707085199886933, 0.723528599832207, 0.7406112998723984, 0.7571304999291897, 0.7735752000007778, 0.790303599787876, 0.8068123999983072, 0.8243348998948932, 0.8402618998661637, 0.8569843999575824, 0.8735982999205589, 0.8903221997898072, 0.9068909999914467, 0.9239165999460965, 0.9402131999377161, 0.9567775998730212, 0.9735348999965936, 0.9902747999876738, 1.0067263999953866, 1.023825999815017, 1.0402333999518305, 1.0569601999595761, 1.0735083997715265, 1.090235099894926, 1.1068389997817576, 1.1234372998587787, 1.1404583998955786, 1.1568609999958426, 1.173319699941203, 1.1898926999419928, 1.2065914999693632, 1.2232222999446094, 1.2402275998611003, 1.2569184999447316, 1.2735535998363048, 1.2903064999263734, 1.30692039988935, 1.3234734998550266, 1.3401936998125166, 1.3573759999126196, 1.3734295999165624, 1.3902561999857426, 1.4067658998537809, 1.4234293999616057, 1.4400374998804182, 1.4570436999201775, 1.4735057998914272, 1.4902304999995977, 1.506767899962142, 1.5234048999845982, 1.540071199880913, 1.5567229997832328, 1.5733856000006199]",24.113986199954525,None,24.113986199954525,None,24.113986199954525,None,24.113986199954525,None,24.113986199954525,None,24.113986199954525,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,2,,,,,0,1,1,1,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",50,,,,,,,,,"[-0.016927083333333332, -0.032552083333333336, -0.036458333333333336, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.0390625, -0.03515625, -0.03125, -0.026041666666666668, -0.016927083333333332, -0.009114583333333334, 0.0, 0.01171875, 0.024739583333333332, 0.045572916666666664, 0.07161458333333333, 0.08854166666666667, 0.10546875, 0.1171875, 0.12239583333333333, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.13151041666666666, 0.14322916666666666, 0.15364583333333334, 0.17578125, 0.19010416666666666, 0.20572916666666666, 0.22005208333333334, 0.23307291666666666, 0.2421875, 0.24869791666666666, 0.2578125, 0.26171875, 0.2630208333333333, 0.2643229166666667, 0.2643229166666667, 0.265625, 0.2669270833333333, 0.2669270833333333, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2682291666666667, 0.2669270833333333, 0.2630208333333333]","[0.009114583333333334, -0.0026041666666666665, -0.009114583333333334, -0.01171875, -0.013020833333333334, -0.013020833333333334, -0.013020833333333334, -0.013020833333333334, -0.013020833333333334, -0.013020833333333334, -0.013020833333333334, -0.01171875, -0.010416666666666666, -0.00390625, 0.00390625, 0.013020833333333334, 0.0234375, 0.037760416666666664, 0.0625, 0.10026041666666667, 0.12630208333333334, 0.14973958333333334, 0.16666666666666666, 0.17447916666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.17838541666666666, 0.18489583333333334, 0.19921875, 0.21354166666666666, 0.23567708333333334, 0.24739583333333334, 0.2578125, 0.265625, 0.2721354166666667, 0.27734375, 0.2825520833333333, 0.2890625, 0.2916666666666667, 0.29296875, 0.2942708333333333, 0.2955729166666667, 0.296875, 0.2994791666666667, 0.30078125, 0.3020833333333333, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.3033854166666667, 0.296875, 0.265625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.009553200099617243, 0.021384600084275007, 0.03711270005442202, 0.05414079991169274, 0.0703986999578774, 0.08755549998022616, 0.1035956998821348, 0.12021209998056293, 0.13685239991173148, 0.15375040005892515, 0.17055259994231164, 0.18716529989615083, 0.203965799883008, 0.22065480006858706, 0.23729169997386634, 0.2537634000182152, 0.2704789999406785, 0.28715489991009235, 0.30454710009507835, 0.32084780000150204, 0.33722410001792014, 0.3538629999384284, 0.37056909990496933, 0.38727479986846447, 0.40336219989694655, 0.42023309995420277, 0.43690679990686476, 0.4535803000908345, 0.4701076000928879, 0.48695080005563796, 0.5035556999500841, 0.5205010999925435, 0.537121299887076, 0.5538611998781562, 0.570488200057298, 0.5871496999170631, 0.6038506000768393, 0.6213805999141186, 0.6371883999090642, 0.6538579000625759, 0.6704780999571085, 0.6871289999689907, 0.703939399914816, 0.7205920000560582, 0.7370730000548065, 0.7540134999435395, 0.7703754000831395, 0.7871165999677032, 0.8038540999405086, 0.8202708999160677, 0.8378339998889714, 0.8533717000391334, 0.8700055999215692, 0.8866614999715239, 0.9033552000764757, 0.9199469999875873, 0.9366518000606447, 0.9533847998827696, 0.9699724998790771, 0.9866621000692248, 1.0033829999156296, 1.0199980000033975, 1.036993500078097, 1.0540785999037325, 1.0703563999850303]",25.698016100097448,None,25.698016100097448,None,25.698016100097448,None,25.698016100097448,None,25.698016100097448,None,25.698016100097448,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,3,,,,,0,2,2,2,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.26171875, 0.25390625, 0.25, 0.24869791666666666, 0.24869791666666666, 0.24739583333333334, 0.24609375, 0.24479166666666666, 0.2421875, 0.24088541666666666, 0.23828125]","[0.24739583333333334, 0.19921875, 0.16536458333333334, 0.13932291666666666, 0.10677083333333333, 0.09505208333333333, 0.08463541666666667, 0.07421875, 0.06640625, 0.0625, 0.059895833333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.008321800036355853, 0.02103610010817647, 0.04099770006723702, 0.05814550002105534, 0.07622500020079315, 0.09145510010421276, 0.10793980001471937, 0.12491950020194054, 0.14148470014333725, 0.15824300004169345, 0.1750857001170516]",26.77613819995895,None,26.77613819995895,None,26.77613819995895,None,26.77613819995895,None,26.77613819995895,None,26.77613819995895,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,4,,,,,0,3,3,3,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.007400499889627099, 0.019371300004422665, 0.041271999944001436, 0.05897499993443489, 0.0753681999631226, 0.09193409979343414, 0.10867649991996586, 0.12525589996948838, 0.14194849994964898, 0.15914859995245934]",26.957169099943712,None,26.957169099943712,None,26.957169099943712,None,26.957169099943712,None,26.957169099943712,None,26.957169099943712,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,5,,,,,0,4,4,4,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.008653900120407343, 0.020369600038975477, 0.04195059998892248, 0.05981120001524687, 0.07568869995884597, 0.09222660004161298, 0.10888930014334619, 0.12559790001250803, 0.14230860001407564, 0.1593625999521464]",27.124531700043008,None,27.124531700043008,None,27.124531700043008,None,27.124531700043008,None,27.124531700043008,None,27.124531700043008,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,6,,,,,0,5,5,5,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.007694700034335256, 0.01910140016116202, 0.041210300056263804, 0.05855610012076795, 0.0754068000242114, 0.09204230015166104, 0.10869650007225573, 0.12536390009336174, 0.14197600004263222]",27.29018889996223,None,27.29018889996223,None,27.29018889996223,None,27.29018889996223,None,27.29018889996223,None,27.29018889996223,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,7,,,,,0,6,6,6,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.008639700012281537, 0.02028719987720251, 0.041509500006213784, 0.05876030004583299, 0.07605669996701181, 0.0922284999396652, 0.10888720001094043, 0.12542539997957647, 0.14260150003246963, 0.1587326000444591, 0.17543609999120235]",27.44098490010947,None,27.44098490010947,None,27.44098490010947,None,27.44098490010947,None,27.44098490010947,None,27.44098490010947,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,8,,,,,0,7,7,7,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.05859375, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.008307900046929717, 0.020153600024059415, 0.041628999868407845, 0.05906870006583631, 0.0762211000546813, 0.09229500009678304, 0.10897940001450479, 0.12563530006445944, 0.14254090003669262, 0.15908419992774725, 0.1756541000213474, 0.1924884000327438]",27.624210900161415,None,27.624210900161415,None,27.624210900161415,None,27.624210900161415,None,27.624210900161415,None,27.624210900161415,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,9,,,,,0,8,8,8,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.008036399958655238, 0.020141500048339367, 0.042100700084120035, 0.05943719996139407, 0.07652470003813505, 0.0928122999612242, 0.10947529994882643, 0.12611790001392365, 0.14273840002715588]",27.823525700019673,None,27.823525700019673,None,27.823525700019673,None,27.823525700019673,None,27.823525700019673,None,27.823525700019673,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
2,2,10,,,,,0,9,9,9,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125, 0.23828125]","[0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664, 0.057291666666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.007798700127750635, 0.019100500037893653, 0.04233510000631213, 0.05976510001346469, 0.07634779997169971, 0.09300999995321035, 0.10960249998606741, 0.12635920010507107, 0.14299590000882745, 0.16018270002678037]",27.972242900170386,None,27.972242900170386,None,27.972242900170386,None,27.972242900170386,None,27.972242900170386,None,27.972242900170386,None,a,001,5,2020_Jun_26_1640,pAdaptTest5,2020.1.3,60.03723511115066,
